OA,Mixed,Asian,Black,Other,White
E00011141,0.07,0.23,0.07,0.03,0.6
E00011142,0.05,0.28,0.11,0.03,0.54
E00011144,0.05,0.37,0.13,0.08,0.38
E00011145,0.02,0.49,0.1,0.04,0.33
E00011146,0.03,0.4,0.18,0.05,0.35
E00011147,0.03,0.32,0.19,0.05,0.41
E00011148,0.08,0.32,0.13,0.07,0.4
E00011149,0.02,0.45,0.1,0.01,0.44
E00011150,0.06,0.33,0.12,0.02,0.46
E00011151,0.02,0.33,0.11,0.03,0.51
E00011152,0.03,0.3,0.23,0.08,0.37
E00011153,0.03,0.46,0.13,0.04,0.33
E00011154,0.04,0.35,0.13,0.05,0.42
E00011155,0.03,0.43,0.13,0.04,0.37
E00011156,0.04,0.4,0.12,0.04,0.4
E00011157,0.02,0.32,0.21,0.07,0.38
E00011158,0.04,0.34,0.15,0.02,0.45
E00011159,0.04,0.38,0.13,0.06,0.39
E00011160,0.04,0.32,0.17,0.04,0.43
E00011161,0.05,0.35,0.17,0.04,0.4
E00011162,0.04,0.47,0.11,0.05,0.33
E00011163,0.06,0.44,0.19,0.06,0.25
E00011164,0.08,0.4,0.11,0.11,0.3
E00011165,0.05,0.5,0.13,0.05,0.29
E00011166,0.03,0.39,0.18,0.06,0.35
E00011167,0.07,0.34,0.22,0.03,0.35
E00011168,0.04,0.49,0.16,0.02,0.29
E00011169,0.07,0.4,0.16,0.03,0.35
E00011170,0.05,0.31,0.16,0.04,0.44
E00011171,0.05,0.39,0.09,0.06,0.42
E00011172,0.04,0.37,0.09,0.03,0.45
E00011173,0.03,0.45,0.1,0.02,0.4
E00011174,0.03,0.52,0.04,0.05,0.36
E00011175,0.06,0.46,0.07,0.04,0.37
E00011176,0.03,0.61,0.06,0.01,0.28
E00011177,0.08,0.44,0.02,0.06,0.4
E00011178,0.03,0.38,0.04,0.03,0.52
E00011179,0.04,0.39,0.05,0.06,0.47
E00011180,0.06,0.21,0.03,0.01,0.68
E00011181,0.07,0.24,0.18,0.01,0.51
E00011182,0.02,0.34,0.1,0.02,0.52
E00011183,0.04,0.43,0.08,0.01,0.44
E00011184,0.06,0.32,0.13,0.01,0.49
E00011185,0.07,0.33,0.1,0.01,0.48
E00011186,0.06,0.2,0.12,0.05,0.56
E00011187,0.04,0.24,0.02,0.02,0.66
E00011188,0.07,0.26,0.09,0.03,0.55
E00011189,0.04,0.24,0.11,0.01,0.58
E00011190,0.02,0.33,0.15,0.02,0.48
E00011191,0.05,0.43,0.1,0.02,0.39
E00011192,0.04,0.26,0.03,0.0,0.67
E00011193,0.03,0.5,0.12,0.03,0.32
E00011194,0.05,0.52,0.04,0.07,0.32
E00011197,0.03,0.48,0.09,0.07,0.34
E00011198,0.07,0.5,0.08,0.03,0.32
E00011199,0.02,0.55,0.05,0.07,0.31
E00011200,0.02,0.61,0.06,0.02,0.3
E00011201,0.05,0.46,0.06,0.01,0.41
E00011202,0.04,0.1,0.12,0.03,0.71
E00011203,0.03,0.1,0.06,0.0,0.8
E00011204,0.01,0.01,0.08,0.02,0.87
E00011205,0.04,0.09,0.07,0.0,0.81
E00011206,0.03,0.1,0.13,0.0,0.75
E00011207,0.03,0.12,0.07,0.02,0.76
E00011208,0.04,0.09,0.07,0.01,0.79
E00011209,0.03,0.09,0.07,0.0,0.81
E00011210,0.05,0.15,0.07,0.01,0.71
E00011211,0.03,0.04,0.08,0.01,0.82
E00011212,0.05,0.15,0.13,0.01,0.66
E00011213,0.02,0.03,0.1,0.02,0.83
E00011214,0.02,0.07,0.09,0.0,0.81
E00011215,0.03,0.05,0.15,0.02,0.74
E00011216,0.06,0.05,0.07,0.0,0.83
E00011217,0.04,0.13,0.02,0.0,0.81
E00011218,0.01,0.03,0.0,0.0,0.96
E00011219,0.03,0.15,0.11,0.03,0.69
E00011220,0.02,0.05,0.09,0.0,0.84
E00011221,0.03,0.03,0.04,0.01,0.91
E00011222,0.02,0.05,0.06,0.01,0.87
E00011223,0.05,0.11,0.06,0.0,0.79
E00011224,0.03,0.06,0.08,0.02,0.81
E00011225,0.02,0.03,0.02,0.0,0.93
E00011226,0.02,0.04,0.09,0.0,0.85
E00011228,0.01,0.02,0.02,0.0,0.95
E00011229,0.04,0.04,0.07,0.03,0.84
E00011230,0.04,0.11,0.08,0.02,0.76
E00011231,0.02,0.11,0.05,0.01,0.82
E00011232,0.06,0.09,0.07,0.01,0.78
E00011233,0.01,0.14,0.1,0.02,0.73
E00011234,0.03,0.07,0.17,0.01,0.71
E00011235,0.01,0.13,0.08,0.0,0.78
E00011237,0.03,0.11,0.17,0.0,0.69
E00011238,0.02,0.17,0.14,0.0,0.67
E00011239,0.02,0.04,0.09,0.01,0.83
E00011240,0.03,0.07,0.16,0.0,0.73
E00011241,0.02,0.06,0.08,0.02,0.82
E00011242,0.05,0.06,0.06,0.01,0.81
E00011243,0.04,0.1,0.03,0.0,0.82
E00011244,0.05,0.05,0.12,0.02,0.77
E00011245,0.01,0.03,0.0,0.0,0.96
E00011246,0.01,0.02,0.03,0.0,0.94
E00011247,0.03,0.02,0.02,0.0,0.94
E00011248,0.02,0.01,0.0,0.0,0.97
E00011249,0.01,0.02,0.0,0.02,0.94
E00011250,0.03,0.01,0.01,0.01,0.94
E00011251,0.01,0.03,0.0,0.0,0.96
E00011252,0.0,0.03,0.0,0.0,0.97
E00011253,0.01,0.05,0.01,0.0,0.93
E00011254,0.01,0.04,0.02,0.01,0.92
E00011255,0.02,0.03,0.01,0.0,0.95
E00011256,0.0,0.0,0.0,0.0,0.99
E00011257,0.03,0.03,0.01,0.0,0.93
E00011258,0.03,0.01,0.01,0.0,0.95
E00011259,0.02,0.03,0.02,0.0,0.93
E00011260,0.0,0.04,0.0,0.0,0.96
E00011261,0.01,0.07,0.01,0.02,0.89
E00011262,0.02,0.02,0.02,0.0,0.94
E00011263,0.01,0.04,0.0,0.01,0.94
E00011264,0.03,0.07,0.03,0.0,0.87
E00011265,0.01,0.02,0.0,0.01,0.95
E00011266,0.01,0.02,0.0,0.0,0.96
E00011267,0.02,0.01,0.02,0.0,0.95
E00011268,0.01,0.03,0.01,0.0,0.95
E00011269,0.02,0.02,0.02,0.01,0.93
E00011270,0.01,0.03,0.0,0.01,0.95
E00011271,0.01,0.01,0.02,0.0,0.95
E00011272,0.0,0.02,0.01,0.0,0.96
E00011273,0.02,0.04,0.0,0.0,0.95
E00011274,0.03,0.02,0.0,0.0,0.96
E00011275,0.03,0.0,0.0,0.0,0.97
E00011276,0.01,0.03,0.01,0.0,0.95
E00011277,0.0,0.04,0.01,0.0,0.95
E00011278,0.02,0.06,0.0,0.01,0.91
E00011279,0.01,0.0,0.02,0.0,0.97
E00011280,0.0,0.04,0.0,0.0,0.96
E00011281,0.01,0.01,0.0,0.0,0.97
E00011282,0.02,0.04,0.05,0.0,0.9
E00011283,0.04,0.07,0.02,0.01,0.87
E00011284,0.01,0.02,0.0,0.0,0.96
E00011285,0.01,0.01,0.0,0.0,0.98
E00011286,0.04,0.02,0.07,0.0,0.87
E00011287,0.05,0.12,0.12,0.01,0.71
E00011288,0.02,0.07,0.05,0.0,0.86
E00011289,0.03,0.02,0.03,0.0,0.92
E00011290,0.0,0.01,0.06,0.0,0.94
E00011291,0.01,0.04,0.06,0.0,0.89
E00011292,0.04,0.08,0.08,0.0,0.8
E00011293,0.01,0.1,0.07,0.01,0.8
E00011294,0.01,0.0,0.01,0.0,0.99
E00011295,0.02,0.02,0.04,0.0,0.9
E00011296,0.04,0.2,0.12,0.0,0.63
E00011297,0.01,0.14,0.04,0.01,0.8
E00011298,0.03,0.17,0.15,0.0,0.65
E00011299,0.02,0.07,0.04,0.0,0.86
E00011300,0.01,0.07,0.04,0.0,0.88
E00011301,0.01,0.1,0.06,0.0,0.84
E00011302,0.03,0.03,0.08,0.0,0.87
E00011303,0.01,0.02,0.02,0.0,0.96
E00011304,0.02,0.06,0.13,0.0,0.78
E00011305,0.01,0.03,0.06,0.01,0.89
E00011306,0.02,0.05,0.04,0.0,0.89
E00011307,0.03,0.09,0.0,0.01,0.87
E00011308,0.0,0.02,0.05,0.0,0.93
E00011309,0.02,0.01,0.07,0.0,0.9
E00011310,0.01,0.01,0.03,0.0,0.95
E00011311,0.03,0.05,0.03,0.01,0.89
E00011312,0.02,0.04,0.02,0.0,0.92
E00011313,0.06,0.03,0.05,0.0,0.87
E00011314,0.03,0.05,0.02,0.0,0.9
E00011315,0.01,0.02,0.03,0.01,0.93
E00011316,0.01,0.02,0.07,0.0,0.9
E00011317,0.01,0.02,0.02,0.0,0.95
E00011318,0.02,0.06,0.05,0.0,0.87
E00011319,0.01,0.05,0.08,0.0,0.85
E00011320,0.0,0.01,0.02,0.0,0.97
E00011321,0.05,0.03,0.04,0.01,0.87
E00011322,0.03,0.02,0.08,0.0,0.86
E00011323,0.01,0.01,0.06,0.0,0.92
E00011324,0.02,0.04,0.04,0.0,0.91
E00011325,0.01,0.06,0.08,0.0,0.84
E00011326,0.01,0.23,0.04,0.04,0.69
E00011327,0.01,0.05,0.01,0.0,0.92
E00011328,0.01,0.06,0.0,0.02,0.91
E00011329,0.01,0.02,0.02,0.0,0.95
E00011330,0.02,0.02,0.01,0.0,0.96
E00011331,0.02,0.11,0.03,0.0,0.84
E00011332,0.0,0.08,0.0,0.01,0.89
E00011333,0.01,0.4,0.05,0.02,0.52
E00011334,0.01,0.02,0.01,0.01,0.95
E00011335,0.01,0.05,0.02,0.0,0.92
E00011336,0.01,0.25,0.01,0.01,0.72
E00011337,0.02,0.24,0.01,0.01,0.72
E00011338,0.03,0.07,0.08,0.01,0.8
E00011339,0.04,0.24,0.04,0.01,0.68
E00011340,0.02,0.1,0.01,0.01,0.86
E00011341,0.01,0.07,0.02,0.0,0.89
E00011342,0.0,0.02,0.04,0.01,0.93
E00011343,0.02,0.01,0.03,0.0,0.94
E00011344,0.01,0.07,0.06,0.01,0.86
E00011345,0.01,0.05,0.07,0.01,0.86
E00011346,0.02,0.14,0.06,0.01,0.78
E00011347,0.03,0.06,0.05,0.0,0.86
E00011348,0.02,0.23,0.04,0.01,0.69
E00011349,0.0,0.17,0.05,0.01,0.76
E00011350,0.01,0.07,0.03,0.0,0.9
E00011351,0.01,0.04,0.01,0.0,0.93
E00011352,0.0,0.04,0.04,0.0,0.92
E00011353,0.03,0.2,0.02,0.01,0.75
E00011354,0.01,0.05,0.05,0.0,0.9
E00011355,0.01,0.38,0.03,0.0,0.58
E00011356,0.01,0.1,0.01,0.0,0.88
E00011357,0.01,0.12,0.04,0.0,0.82
E00011358,0.02,0.0,0.04,0.0,0.93
E00011359,0.02,0.03,0.02,0.03,0.9
E00011360,0.03,0.18,0.05,0.03,0.71
E00011361,0.03,0.04,0.12,0.0,0.81
E00011362,0.01,0.03,0.02,0.01,0.94
E00011363,0.01,0.02,0.07,0.01,0.89
E00011364,0.01,0.04,0.09,0.01,0.85
E00011365,0.02,0.0,0.09,0.0,0.89
E00011366,0.02,0.03,0.09,0.0,0.87
E00011367,0.03,0.01,0.04,0.01,0.92
E00011368,0.02,0.03,0.06,0.01,0.88
E00011369,0.03,0.05,0.06,0.0,0.85
E00011370,0.0,0.03,0.05,0.0,0.92
E00011371,0.02,0.03,0.05,0.0,0.89
E00011372,0.0,0.01,0.04,0.03,0.92
E00011373,0.02,0.05,0.07,0.0,0.86
E00011374,0.01,0.03,0.03,0.02,0.92
E00011375,0.02,0.0,0.06,0.0,0.92
E00011376,0.01,0.03,0.03,0.01,0.92
E00011377,0.03,0.03,0.06,0.0,0.87
E00011378,0.02,0.02,0.06,0.0,0.9
E00011379,0.03,0.01,0.08,0.0,0.88
E00011380,0.05,0.03,0.17,0.02,0.73
E00011381,0.03,0.06,0.02,0.0,0.89
E00011382,0.02,0.06,0.05,0.0,0.87
E00011383,0.05,0.05,0.07,0.0,0.84
E00011384,0.04,0.01,0.08,0.0,0.87
E00011385,0.03,0.01,0.07,0.01,0.87
E00011386,0.04,0.01,0.17,0.0,0.77
E00011387,0.03,0.0,0.02,0.0,0.95
E00011388,0.02,0.02,0.15,0.01,0.8
E00011389,0.02,0.04,0.02,0.0,0.91
E00011390,0.03,0.0,0.09,0.0,0.87
E00011391,0.03,0.05,0.09,0.0,0.84
E00011392,0.03,0.02,0.07,0.01,0.87
E00011393,0.01,0.02,0.06,0.0,0.91
E00011394,0.04,0.03,0.04,0.01,0.87
E00011395,0.01,0.0,0.01,0.01,0.97
E00011396,0.04,0.03,0.09,0.0,0.84
E00011397,0.01,0.01,0.04,0.0,0.94
E00011398,0.06,0.05,0.1,0.0,0.78
E00011399,0.02,0.02,0.03,0.0,0.93
E00011400,0.05,0.0,0.13,0.0,0.82
E00011401,0.01,0.02,0.05,0.0,0.92
E00011402,0.02,0.01,0.12,0.0,0.85
E00011403,0.02,0.05,0.06,0.0,0.88
E00011404,0.0,0.02,0.06,0.01,0.91
E00011405,0.01,0.08,0.1,0.0,0.81
E00011406,0.01,0.02,0.15,0.01,0.82
E00011407,0.03,0.04,0.1,0.01,0.82
E00011408,0.04,0.01,0.1,0.0,0.86
E00011409,0.03,0.03,0.08,0.0,0.86
E00011410,0.02,0.04,0.17,0.0,0.76
E00011411,0.01,0.02,0.04,0.0,0.94
E00011412,0.0,0.06,0.01,0.0,0.94
E00011413,0.02,0.04,0.02,0.0,0.92
E00011414,0.01,0.02,0.01,0.0,0.95
E00011415,0.03,0.15,0.06,0.0,0.77
E00011416,0.03,0.0,0.02,0.0,0.95
E00011417,0.02,0.03,0.01,0.0,0.93
E00011418,0.01,0.06,0.01,0.0,0.92
E00011419,0.01,0.03,0.02,0.02,0.92
E00011420,0.0,0.0,0.0,0.02,0.98
E00011421,0.04,0.06,0.09,0.01,0.8
E00011422,0.01,0.0,0.0,0.0,0.99
E00011423,0.0,0.01,0.01,0.0,0.97
E00011424,0.0,0.01,0.0,0.0,0.98
E00011425,0.02,0.04,0.04,0.0,0.9
E00011426,0.0,0.03,0.01,0.0,0.96
E00011427,0.01,0.03,0.03,0.0,0.92
E00011428,0.01,0.03,0.03,0.0,0.93
E00011429,0.03,0.02,0.03,0.0,0.93
E00011430,0.01,0.03,0.04,0.0,0.92
E00011431,0.06,0.05,0.01,0.0,0.9
E00011432,0.01,0.06,0.02,0.0,0.9
E00011433,0.02,0.03,0.01,0.0,0.94
E00011434,0.0,0.03,0.01,0.0,0.97
E00011435,0.01,0.05,0.03,0.0,0.89
E00011436,0.02,0.01,0.01,0.0,0.96
E00011437,0.0,0.04,0.05,0.0,0.91
E00011438,0.01,0.02,0.02,0.0,0.95
E00011439,0.02,0.0,0.02,0.01,0.95
E00011440,0.03,0.09,0.05,0.0,0.84
E00011441,0.01,0.03,0.01,0.0,0.96
E00011442,0.0,0.02,0.01,0.0,0.96
E00011443,0.02,0.04,0.06,0.0,0.87
E00011444,0.02,0.03,0.01,0.0,0.94
E00011445,0.0,0.0,0.0,0.0,1.0
E00011446,0.01,0.01,0.01,0.0,0.96
E00011447,0.02,0.04,0.03,0.0,0.91
E00011448,0.01,0.07,0.01,0.0,0.92
E00011449,0.01,0.05,0.01,0.0,0.93
E00011450,0.02,0.05,0.04,0.01,0.88
E00011451,0.02,0.05,0.02,0.0,0.91
E00011452,0.01,0.08,0.01,0.0,0.9
E00011453,0.02,0.02,0.01,0.01,0.94
E00011454,0.05,0.01,0.04,0.0,0.9
E00011455,0.03,0.03,0.01,0.0,0.92
E00011456,0.0,0.05,0.02,0.0,0.93
E00011457,0.02,0.06,0.04,0.0,0.89
E00011458,0.01,0.01,0.01,0.0,0.97
E00011459,0.0,0.07,0.03,0.01,0.89
E00011460,0.01,0.03,0.02,0.0,0.94
E00011461,0.01,0.02,0.01,0.0,0.95
E00011462,0.0,0.01,0.02,0.01,0.95
E00011463,0.01,0.05,0.01,0.0,0.92
E00011464,0.01,0.05,0.05,0.0,0.88
E00011465,0.01,0.04,0.05,0.0,0.89
E00011466,0.02,0.05,0.04,0.01,0.89
E00011467,0.02,0.02,0.02,0.0,0.95
E00011468,0.02,0.01,0.06,0.01,0.9
E00011469,0.0,0.02,0.03,0.01,0.94
E00011470,0.01,0.03,0.06,0.02,0.88
E00011471,0.03,0.01,0.15,0.0,0.81
E00011472,0.01,0.06,0.03,0.0,0.9
E00011473,0.03,0.05,0.08,0.01,0.83
E00011474,0.01,0.02,0.02,0.0,0.96
E00011475,0.02,0.03,0.03,0.0,0.92
E00011476,0.02,0.05,0.05,0.0,0.88
E00011477,0.03,0.07,0.09,0.01,0.82
E00011478,0.02,0.05,0.06,0.0,0.86
E00011479,0.02,0.08,0.0,0.0,0.9
E00011480,0.0,0.03,0.01,0.03,0.93
E00011481,0.03,0.09,0.04,0.0,0.85
E00011482,0.03,0.04,0.04,0.02,0.86
E00011483,0.03,0.01,0.07,0.0,0.88
E00011484,0.03,0.01,0.03,0.0,0.92
E00011485,0.0,0.04,0.01,0.0,0.94
E00011486,0.01,0.07,0.03,0.0,0.89
E00011487,0.02,0.03,0.05,0.0,0.9
E00011488,0.05,0.03,0.06,0.0,0.87
E00011489,0.04,0.05,0.12,0.01,0.78
E00011490,0.01,0.06,0.0,0.0,0.93
E00011491,0.01,0.04,0.02,0.0,0.93
E00011492,0.0,0.01,0.02,0.0,0.97
E00011493,0.0,0.04,0.13,0.0,0.82
E00011494,0.02,0.05,0.17,0.01,0.74
E00011495,0.02,0.06,0.02,0.0,0.91
E00011496,0.02,0.04,0.04,0.02,0.88
E00011497,0.04,0.02,0.03,0.0,0.91
E00011498,0.01,0.03,0.07,0.0,0.89
E00011499,0.02,0.03,0.03,0.0,0.93
E00011500,0.03,0.02,0.07,0.0,0.88
E00011501,0.03,0.01,0.05,0.01,0.91
E00011502,0.01,0.03,0.03,0.01,0.93
E00011503,0.04,0.04,0.05,0.0,0.87
E00011504,0.03,0.02,0.04,0.0,0.91
E00011505,0.02,0.05,0.03,0.01,0.9
E00011506,0.03,0.07,0.05,0.0,0.84
E00011507,0.02,0.02,0.07,0.01,0.88
E00011508,0.02,0.08,0.04,0.01,0.86
E00011509,0.03,0.02,0.05,0.0,0.9
E00011510,0.02,0.04,0.07,0.0,0.88
E00011511,0.01,0.02,0.05,0.0,0.93
E00011512,0.03,0.03,0.03,0.0,0.9
E00011513,0.03,0.06,0.06,0.0,0.85
E00011515,0.02,0.1,0.08,0.01,0.8
E00011516,0.02,0.04,0.05,0.0,0.9
E00011517,0.02,0.07,0.01,0.0,0.9
E00011518,0.02,0.05,0.07,0.0,0.87
E00011519,0.03,0.03,0.02,0.0,0.91
E00011520,0.01,0.03,0.04,0.0,0.93
E00011521,0.02,0.01,0.08,0.01,0.88
E00011522,0.02,0.02,0.04,0.0,0.93
E00011523,0.0,0.03,0.04,0.0,0.93
E00011524,0.03,0.0,0.03,0.0,0.94
E00011525,0.03,0.04,0.03,0.0,0.91
E00011526,0.01,0.03,0.02,0.0,0.94
E00011527,0.01,0.05,0.05,0.0,0.89
E00011528,0.02,0.04,0.07,0.01,0.86
E00011529,0.03,0.04,0.07,0.01,0.85
E00011530,0.03,0.02,0.06,0.01,0.88
E00011531,0.03,0.01,0.0,0.0,0.96
E00011532,0.02,0.01,0.04,0.01,0.91
E00011533,0.04,0.04,0.18,0.02,0.73
E00011534,0.08,0.0,0.11,0.0,0.8
E00011535,0.02,0.02,0.11,0.0,0.86
E00011536,0.04,0.03,0.13,0.0,0.8
E00011537,0.02,0.03,0.06,0.0,0.89
E00011538,0.02,0.07,0.18,0.0,0.73
E00011539,0.04,0.02,0.08,0.0,0.86
E00011540,0.03,0.09,0.06,0.01,0.82
E00011541,0.04,0.01,0.2,0.0,0.74
E00011542,0.04,0.01,0.13,0.01,0.82
E00011543,0.02,0.04,0.12,0.0,0.82
E00011544,0.02,0.02,0.12,0.0,0.84
E00011545,0.01,0.07,0.09,0.0,0.83
E00011546,0.0,0.04,0.05,0.02,0.87
E00011547,0.01,0.07,0.11,0.0,0.8
E00011548,0.03,0.05,0.08,0.0,0.85
E00011549,0.04,0.0,0.1,0.0,0.87
E00011550,0.01,0.02,0.0,0.0,0.98
E00011551,0.0,0.02,0.02,0.0,0.96
E00011552,0.01,0.01,0.11,0.0,0.86
E00011553,0.02,0.04,0.06,0.01,0.88
E00011554,0.04,0.05,0.06,0.01,0.83
E00011555,0.01,0.02,0.07,0.0,0.89
E00011556,0.05,0.0,0.09,0.0,0.87
E00011557,0.03,0.01,0.09,0.0,0.88
E00011558,0.02,0.09,0.08,0.01,0.82
E00011559,0.02,0.04,0.06,0.01,0.88
E00011560,0.01,0.01,0.06,0.0,0.92
E00011561,0.03,0.02,0.04,0.01,0.91
E00011562,0.04,0.04,0.07,0.0,0.85
E00011563,0.01,0.07,0.19,0.03,0.69
E00011564,0.04,0.0,0.04,0.01,0.91
E00011565,0.02,0.0,0.16,0.01,0.81
E00011566,0.05,0.0,0.19,0.02,0.74
E00011567,0.03,0.05,0.14,0.01,0.77
E00011568,0.01,0.07,0.12,0.0,0.79
E00011569,0.05,0.0,0.16,0.01,0.77
E00011570,0.01,0.02,0.1,0.03,0.84
E00011571,0.04,0.07,0.06,0.0,0.82
E00011572,0.03,0.02,0.06,0.01,0.88
E00011573,0.02,0.04,0.02,0.0,0.92
E00011574,0.01,0.02,0.02,0.01,0.94
E00011575,0.02,0.06,0.03,0.03,0.87
E00011576,0.01,0.03,0.02,0.01,0.93
E00011577,0.05,0.08,0.09,0.0,0.78
E00011578,0.01,0.04,0.03,0.0,0.92
E00011579,0.01,0.02,0.03,0.0,0.93
E00011580,0.0,0.08,0.05,0.0,0.87
E00011581,0.0,0.04,0.01,0.0,0.94
E00011582,0.01,0.05,0.02,0.0,0.93
E00011583,0.01,0.04,0.03,0.01,0.91
E00011584,0.01,0.04,0.05,0.0,0.9
E00011585,0.02,0.1,0.02,0.0,0.85
E00011586,0.02,0.04,0.07,0.02,0.86
E00011587,0.04,0.05,0.0,0.0,0.9
E00011588,0.03,0.05,0.03,0.0,0.88
E00011589,0.02,0.07,0.04,0.0,0.87
E00011590,0.02,0.02,0.05,0.0,0.9
E00011591,0.03,0.03,0.07,0.0,0.88
E00011592,0.01,0.04,0.01,0.01,0.92
E00011593,0.02,0.02,0.06,0.02,0.89
E00011594,0.01,0.01,0.01,0.0,0.97
E00011595,0.02,0.0,0.06,0.0,0.92
E00011596,0.02,0.05,0.02,0.02,0.9
E00011597,0.02,0.03,0.03,0.0,0.92
E00011598,0.02,0.03,0.03,0.0,0.93
E00011599,0.03,0.06,0.03,0.0,0.88
E00011601,0.01,0.02,0.01,0.02,0.93
E00011602,0.01,0.02,0.0,0.0,0.96
E00011603,0.03,0.08,0.03,0.0,0.87
E00011604,0.01,0.03,0.0,0.0,0.95
E00011605,0.0,0.09,0.0,0.02,0.89
E00011606,0.01,0.01,0.02,0.0,0.95
E00011607,0.02,0.01,0.01,0.0,0.96
E00011608,0.02,0.03,0.01,0.01,0.94
E00011609,0.03,0.05,0.02,0.0,0.89
E00011610,0.02,0.14,0.02,0.0,0.82
E00011611,0.02,0.1,0.02,0.02,0.84
E00011612,0.02,0.02,0.03,0.0,0.93
E00011613,0.03,0.01,0.02,0.0,0.94
E00011614,0.0,0.08,0.05,0.0,0.88
E00011615,0.01,0.06,0.03,0.01,0.89
E00011616,0.02,0.01,0.01,0.0,0.95
E00011617,0.02,0.08,0.06,0.01,0.84
E00011618,0.01,0.01,0.06,0.0,0.92
E00011619,0.01,0.04,0.06,0.0,0.9
E00011620,0.01,0.02,0.04,0.01,0.92
E00011621,0.02,0.03,0.09,0.01,0.84
E00011622,0.03,0.06,0.04,0.0,0.87
E00011623,0.03,0.01,0.02,0.01,0.93
E00011624,0.03,0.01,0.07,0.0,0.89
E00011625,0.01,0.0,0.05,0.0,0.94
E00011626,0.02,0.03,0.04,0.0,0.91
E00011627,0.01,0.03,0.07,0.01,0.88
E00011628,0.0,0.03,0.05,0.0,0.91
E00011629,0.0,0.03,0.03,0.0,0.95
E00011630,0.04,0.02,0.04,0.0,0.9
E00011631,0.0,0.05,0.09,0.01,0.86
E00011632,0.03,0.02,0.02,0.0,0.93
E00011633,0.04,0.07,0.05,0.01,0.83
E00011634,0.02,0.03,0.06,0.0,0.88
E00011635,0.0,0.07,0.05,0.0,0.88
E00011636,0.03,0.0,0.0,0.0,0.97
E00011637,0.01,0.04,0.01,0.01,0.93
E00011638,0.01,0.09,0.03,0.0,0.87
E00011639,0.02,0.03,0.02,0.01,0.91
E00011640,0.01,0.08,0.06,0.01,0.82
E00011641,0.04,0.09,0.06,0.0,0.81
E00011642,0.01,0.06,0.02,0.0,0.9
E00011643,0.01,0.01,0.04,0.0,0.94
E00011644,0.01,0.06,0.05,0.0,0.87
E00011645,0.03,0.03,0.05,0.0,0.89
E00011646,0.03,0.02,0.03,0.02,0.88
E00011647,0.01,0.06,0.05,0.01,0.87
E00011648,0.03,0.04,0.09,0.03,0.8
E00011649,0.03,0.05,0.03,0.02,0.87
E00011650,0.04,0.05,0.09,0.01,0.81
E00011651,0.04,0.08,0.06,0.01,0.81
E00011652,0.0,0.03,0.03,0.0,0.94
E00011653,0.03,0.0,0.02,0.0,0.95
E00011654,0.0,0.07,0.02,0.0,0.92
E00011655,0.02,0.01,0.0,0.01,0.97
E00011656,0.01,0.03,0.0,0.01,0.95
E00011657,0.02,0.06,0.02,0.0,0.9
E00011658,0.0,0.04,0.0,0.0,0.95
E00011659,0.02,0.02,0.0,0.01,0.94
E00011660,0.01,0.03,0.04,0.0,0.92
E00011661,0.01,0.02,0.02,0.01,0.94
E00011662,0.01,0.04,0.03,0.0,0.92
E00011663,0.02,0.09,0.05,0.01,0.84
E00011664,0.01,0.0,0.0,0.0,0.98
E00011665,0.02,0.07,0.04,0.0,0.88
E00011666,0.01,0.04,0.06,0.0,0.89
E00011667,0.02,0.05,0.05,0.01,0.88
E00011668,0.02,0.16,0.03,0.02,0.77
E00011669,0.02,0.02,0.04,0.0,0.93
E00011670,0.05,0.05,0.09,0.0,0.81
E00011671,0.03,0.03,0.05,0.0,0.88
E00011672,0.02,0.0,0.04,0.01,0.93
E00011673,0.02,0.02,0.01,0.0,0.94
E00011674,0.01,0.03,0.02,0.0,0.94
E00011675,0.0,0.02,0.01,0.01,0.96
E00011676,0.01,0.1,0.04,0.02,0.83
E00011677,0.03,0.05,0.08,0.01,0.84
E00011678,0.02,0.04,0.02,0.0,0.91
E00011679,0.02,0.01,0.02,0.0,0.94
E00011680,0.01,0.06,0.0,0.02,0.92
E00011681,0.0,0.06,0.01,0.0,0.93
E00011682,0.02,0.03,0.04,0.0,0.91
E00011683,0.03,0.04,0.03,0.0,0.89
E00011684,0.0,0.01,0.02,0.0,0.97
E00011685,0.0,0.02,0.04,0.01,0.93
E00011686,0.01,0.04,0.03,0.0,0.92
E00011687,0.01,0.01,0.01,0.0,0.97
E00011688,0.01,0.0,0.0,0.0,0.98
E00011689,0.04,0.08,0.01,0.0,0.88
E00011690,0.01,0.02,0.01,0.0,0.97
E00011691,0.01,0.04,0.02,0.0,0.94
E00011692,0.05,0.05,0.1,0.0,0.8
E00011693,0.04,0.06,0.08,0.01,0.81
E00011694,0.04,0.12,0.01,0.01,0.83
E00011695,0.02,0.02,0.02,0.02,0.93
E00011696,0.01,0.0,0.0,0.0,0.98
E00011697,0.02,0.03,0.02,0.0,0.93
E00011698,0.0,0.05,0.03,0.0,0.92
E00011699,0.02,0.0,0.03,0.02,0.93
E00011700,0.0,0.0,0.0,0.0,0.98
E00011701,0.01,0.01,0.06,0.0,0.93
E00011702,0.02,0.02,0.02,0.0,0.94
E00011703,0.01,0.05,0.04,0.0,0.9
E00011704,0.03,0.03,0.02,0.0,0.93
E00011705,0.01,0.03,0.02,0.0,0.94
E00011706,0.02,0.01,0.03,0.0,0.94
